# %ECSV 1.0
# ---
# datatype:
# - name: Target
#   datatype: string
#   description: Target identification; Galaxy-ID number
#   meta: !!omap
#   - {ucd: ID_MAIN}
#   - {_votable_string_dtype: char}
# - name: Field
#   datatype: string
#   description: Field and spectrograph channel (B=blue, R=red)
#   meta: !!omap
#   - {ucd: ID_FIELD}
#   - {_votable_string_dtype: char}
# - name: HJD
#   unit: d
#   datatype: float64
#   format: '{:8.3f}'
#   description: Heliocentric Julian Date minus 2450000 of obs.
#   meta: !!omap
#   - {ucd: TIME_DATE}
#   - {width: 8}
#   - {precision: '3'}
# - name: HV
#   unit: km / s
#   datatype: float32
#   format: '{:6.1f}'
#   description: Heliocentric rest frame velocity
#   meta: !!omap
#   - {ucd: VELOC_HC}
#   - {width: 6}
#   - {precision: '1'}
# - name: e_HV
#   unit: km / s
#   datatype: float32
#   format: '{:4.1f}'
#   description: Uncertainty in HV
#   meta: !!omap
#   - {ucd: ERROR}
#   - {width: 4}
#   - {precision: '1'}
# - name: SigFe
#   unit: 0.1 nm
#   datatype: float32
#   format: '{:5.2f}'
#   description: '? The {Sigma}Fe spectral index ({AA})'
#   meta: !!omap
#   - {ucd: SPECT_INDEX_MISC}
#   - {width: 5}
#   - {precision: '2'}
#   - values: {'null': .nan}
# - name: e_SigFe
#   unit: 0.1 nm
#   datatype: float32
#   format: '{:5.2f}'
#   description: '? Uncertainty in SigFe ({AA})'
#   meta: !!omap
#   - {ucd: SPECT_INDEX_MISC}
#   - {width: 5}
#   - {precision: '2'}
#   - values: {'null': .nan}
# - name: SigMg
#   unit: 0.1 nm
#   datatype: float32
#   format: '{:5.2f}'
#   description: '? The {Sigma}Mg spectral index ({AA})'
#   meta: !!omap
#   - {ucd: SPECT_INDEX_MISC}
#   - {width: 5}
#   - {precision: '2'}
#   - values: {'null': .nan}
# - name: e_SigMg
#   unit: 0.1 nm
#   datatype: float32
#   format: '{:5.2f}'
#   description: '? Uncertainty in SigMg ({AA})'
#   meta: !!omap
#   - {ucd: SPECT_INDEX_MISC}
#   - {width: 5}
#   - {precision: '2'}
#   - values: {'null': .nan}
# - name: Mmb
#   datatype: float32
#   format: '{:6.3f}'
#   description: '? Probability membership'
#   meta: !!omap
#   - {ucd: CODE_MEMB}
#   - {width: 6}
#   - {precision: '3'}
#   - values: {'null': .nan}
# meta: !!omap
# - {ID: J_AJ_137_3100_tables}
# - {name: J/AJ/137/3100/tables}
# - {description: Combined table from original tables}
# schema: astropy-2.0
Target Field HJD HV e_HV SigFe e_SigFe SigMg e_SigMg Mmb
For-0156 15R 3287.826 62.9 7.8 0.26 0.09 0.44 0.15 0.99
For-0157 15R 3287.826 36.4 1.4 0.43 0.03 0.65 0.09 0.98
For-0158 15R 3287.826 38.4 1.3 0.52 0.03 0.66 0.1 0.984
For-0159 15R 3287.826 58.2 1.3 0.36 0.04 0.59 0.1 0.995
For-0160 15R 3287.826 24.1 8.2 0.35 0.12 0.28 0.13 0.784
For-0161 15R 3287.826 60.2 1.4 0.35 0.05 0.63 0.1 0.994
For-0162 15R 3287.826 48.4 1.9 0.36 0.05 0.84 0.1 0.986
For-0163 15R 3287.826 60.8 3.0 0.41 0.06 0.64 0.12 0.994
For-0164 15R 3287.826 46.7 1.5 0.41 0.04 0.58 0.1 0.993
For-0165 15R 3287.826 38.0 2.1 0.5 0.04 0.56 0.11 0.982
For-0166 15R 3287.826 83.5 6.4 0.3 0.05 0.28 0.11 0.863
For-0167 15R 3287.826 55.1 3.7 0.41 0.04 0.55 0.1 0.994
For-0168 15R 3287.826 73.0 1.8 0.47 0.03 0.63 0.09 0.988
For-0169 15R 3287.826 45.1 3.4 0.4 0.06 0.48 0.12 0.989
For-0170 15R 3287.826 38.6 5.8 0.45 0.06 0.42 0.13 0.976
For-0171 15R 3287.826 38.0 1.3 0.44 0.03 0.61 0.09 0.984
For-0172 15R 3287.826 49.4 1.6 0.45 0.03 0.59 0.1 0.994
For-0173 15R 3287.826 61.7 2.4 0.39 0.05 0.54 0.11 0.994
For-0174 15R 3287.826 41.9 1.3 0.45 0.04 0.56 0.1 0.989
For-0175 15R 3287.826 57.9 2.3 0.41 0.04 0.61 0.1 0.995
For-0176 15R 3287.826 54.6 2.0 0.35 0.04 0.51 0.1 0.994
For-0177 15R 3287.826 54.6 1.6 0.46 0.03 0.73 0.09 0.994
For-0178 15R 3287.826 68.3 3.5 0.34 0.05 0.63 0.1 0.992
For-0179 15R 3287.826 54.5 4.9 0.29 0.07 0.29 0.09 0.972
For-0180 15R 3287.826 65.8 4.9 0.42 0.06 0.22 0.11 0.944
For-0181 15R 3287.826 57.0 6.5 0.32 0.07 0.42 0.14 0.99
For-0182 15R 3287.826 68.5 1.4 0.41 0.04 0.58 0.1 0.992
For-0183 15R 3287.826 42.8 4.4 0.43 0.08 0.85 0.12 0.98
For-0184 15R 3287.826 55.5 1.2 0.47 0.03 0.71 0.09 0.993
For-0185 15R 3287.826 66.2 4.5 0.47 0.04 0.49 0.11 0.989
For-0186 15R 3287.826 36.8 1.4 0.46 0.03 0.63 0.1 0.978
For-0187 15R 3287.826 41.5 8.9 0.44 0.06 0.48 0.13 0.983
For-0188 15R 3287.826 41.6 7.1 0.41 0.1 0.52 0.17 0.984
For-0189 15R 3287.826 40.4 1.6 0.53 0.03 0.68 0.1 0.985
For-0190 15R 3287.826 56.8 1.9 0.44 0.04 0.54 0.1 0.993
For-0191 15R 3287.826 72.3 2.1 0.4 0.04 0.55 0.1 0.987
For-0192 15R 3287.826 57.3 1.6 0.4 0.03 0.64 0.09 0.995
For-0193 10B 3664.771 57.8 0.6 0.51 0.04 0.56 0.09 0.988
For-0194 10B 3664.771 45.5 0.5 0.54 0.03 0.68 0.06 0.991
For-0195 10B 3664.771 43.1 1.1 0.44 0.04 0.51 0.09 0.976
For-0196 10B 3664.771 59.2 2.1 0.35 0.06 0.53 0.12 0.993
For-0197 10B 3664.771 47.0 0.9 0.49 0.04 0.53 0.1 0.991
For-0198 10B 3664.771 67.0 0.7 0.53 0.05 0.55 0.11 0.991
For-0199 10B 3664.771 51.9 1.5 0.49 0.06 0.24 0.11 0.958
For-0200 10B 3664.771 70.7 1.7 0.42 0.05 0.64 0.09 0.988
For-0201 10B 3664.771 51.0 0.6 0.53 0.04 0.61 0.08 0.993
For-0201 41B 4686.837 46.7 0.6 "" "" 0.76 0.07 ""
For-0202 10B 3664.771 41.7 1.6 0.59 0.06 0.45 0.24 0.98
For-0203 10B 3664.771 70.0 0.9 0.5 0.05 0.6 0.11 0.988
For-0204 10B 3664.771 63.6 2.3 0.39 0.07 0.29 0.18 0.993
For-0204 9B 4020.689 60.7 2.1 0.44 0.05 0.66 0.11 ""
For-0205 10B 3664.771 58.2 1.4 0.43 0.05 0.67 0.09 0.994
For-0206 10B 3664.771 50.4 0.7 0.47 0.05 0.8 0.08 0.989
For-0207 10B 3664.771 52.4 2.7 0.44 0.1 0.58 0.2 0.994
For-0207 31B 4027.547 50.1 0.6 0.54 0.02 0.63 0.05 ""
For-0208 10B 3664.771 35.2 5.5 0.45 0.09 0.28 0.27 0.951
For-0209 10B 3664.771 41.8 2.6 0.42 0.11 0.8 0.16 0.983
For-0210 10B 3664.771 47.4 0.6 0.54 0.05 0.79 0.09 0.992
For-0210 31B 4027.547 46.1 1.1 0.55 0.05 0.46 0.13 ""
For-0211 10B 3664.771 32.9 1.5 0.52 0.06 0.49 0.15 0.948
For-0212 10B 3664.771 45.7 0.7 0.5 0.06 0.61 0.12 0.991
For-0213 10B 3664.771 75.6 3.4 0.34 0.08 0.49 0.17 0.975
For-0214 10B 3664.771 126.3 2.4 0.38 0.05 0.69 0.13 0.0
For-0215 10B 3664.771 68.0 1.8 0.35 0.03 0.17 0.09 0.831
For-0216 10B 3664.771 48.2 0.4 0.54 0.02 0.64 0.05 0.994
For-0217 10B 3664.771 63.7 1.2 0.47 0.03 0.38 0.08 0.982
For-0218 10B 3664.771 66.4 0.6 0.48 0.04 0.72 0.07 0.991
For-0219 10B 3664.771 26.0 0.4 0.48 0.03 0.69 0.06 0.871
For-0220 10B 3664.771 45.2 0.4 0.49 0.02 0.65 0.05 0.992
For-0221 10B 3664.771 58.9 0.7 0.51 0.03 0.6 0.08 0.994
For-0222 10B 3664.771 60.3 1.3 0.35 0.04 0.38 0.11 0.986
For-0223 10B 3664.771 48.9 0.6 0.51 0.03 0.55 0.08 0.993
For-0224 10B 3664.771 55.7 0.4 0.51 0.02 0.64 0.04 0.995
For-0225 10B 3664.771 35.9 0.8 0.38 0.03 0.4 0.07 0.946
For-0226 10B 3664.771 61.0 0.8 0.43 0.04 0.36 0.1 0.983
For-0227 10B 3664.771 65.9 0.4 0.48 0.03 0.67 0.06 0.993
For-0228 10B 3664.771 51.6 0.5 0.56 0.03 0.69 0.07 0.994
For-0229 10B 3664.771 29.4 0.8 0.52 0.05 0.64 0.08 0.941
For-0230 10B 3664.771 45.4 0.7 0.49 0.05 0.62 0.09 0.991
For-0230 9B 4025.635 45.9 0.5 0.5 0.03 0.76 0.05 ""
For-0231 10B 3664.771 61.1 0.4 0.61 0.03 0.78 0.07 0.994
For-0231 9B 4025.635 62.3 1.3 0.43 0.04 0.57 0.08 ""
For-0232 10B 3664.771 65.4 0.9 0.52 0.05 0.54 0.12 0.991
For-0233 10B 3664.771 65.8 0.9 0.54 0.04 0.5 0.11 0.993
For-0233 4B 4027.679 64.9 0.9 0.44 0.03 0.54 0.06 ""
For-0234 10B 3664.771 42.9 0.6 0.56 0.04 0.82 0.08 0.989
For-0234 4B 4027.679 44.0 1.4 0.51 0.03 0.64 0.07 ""
For-0235 10B 3664.771 48.0 0.6 0.53 0.03 0.61 0.08 0.994
For-0236 10B 3664.771 50.9 1.5 "" "" 0.2 0.16 0.919
For-0236 9B 4020.689 46.8 3.6 0.47 0.05 0.3 0.12 ""
For-0236 9B 4025.635 43.1 2.1 0.42 0.04 0.23 0.08 ""
For-0237 10B 3664.771 46.1 0.9 "" "" 0.67 0.15 0.99
For-0238 10B 3664.771 51.4 1.0 0.64 0.05 0.53 0.16 0.992
For-0239 10B 3664.771 46.5 1.1 0.48 0.07 0.58 0.14 0.991
For-0240 10B 3664.771 58.7 0.9 0.4 0.05 0.42 0.1 0.989
For-0241 10B 3664.771 60.0 0.8 0.54 0.05 0.63 0.12 0.993
For-0242 10B 3664.771 63.9 1.9 0.47 0.06 0.28 0.16 0.979
For-0243 10B 3664.771 28.0 0.6 0.51 0.03 0.67 0.07 0.924
For-0243 38B 4685.849 32.8 1.7 "" "" 0.44 0.15 ""
For-0244 10B 3664.771 41.5 0.9 0.32 0.03 0.36 0.06 0.959
For-0245 10B 3664.771 40.2 0.5 0.45 0.03 0.52 0.06 0.986
For-0245 4B 4021.61 40.5 0.4 0.47 0.02 0.5 0.04 ""
For-0246 10B 3664.771 63.5 0.5 0.49 0.03 0.54 0.06 0.995
For-0246 4B 4027.679 73.1 1.6 0.45 0.06 0.76 0.08 ""
For-0247 10B 3664.771 64.8 0.5 0.53 0.03 0.63 0.07 0.993
For-0248 10B 3664.771 50.1 0.5 0.41 0.03 0.44 0.06 0.99
For-0249 10B 3664.771 54.1 0.6 0.48 0.03 0.51 0.07 0.995
For-0249 4B 4019.683 54.1 1.3 0.43 0.05 0.62 0.1 ""
For-0249 4B 4027.679 55.0 1.1 0.47 0.03 0.52 0.07 ""
For-0250 10B 3664.771 43.1 0.4 0.53 0.03 0.67 0.05 0.992
For-0250 4B 4021.61 43.8 0.4 0.49 0.02 0.64 0.05 ""
For-0251 10B 3664.771 69.3 0.5 0.5 0.03 0.57 0.07 0.992
For-0251 4B 4027.679 70.8 0.9 0.53 0.03 0.62 0.08 ""
For-0252 10B 3664.771 37.0 0.4 0.46 0.03 0.61 0.05 0.984
For-0252 4B 4027.679 39.4 0.8 0.49 0.03 0.49 0.07 ""
For-0253 10B 3664.771 97.4 0.8 0.36 0.04 0.46 0.08 0.494
For-0253 4B 4027.679 69.8 1.3 0.37 0.02 0.28 0.06 ""
For-0254 10B 3664.771 52.3 1.3 0.47 0.06 0.53 0.14 0.995
For-0254 4B 4021.61 53.8 0.7 0.47 0.04 0.64 0.08 ""
For-0255 10B 3664.771 52.9 0.6 0.49 0.05 0.76 0.08 0.995
For-0255 9B 4025.635 51.4 1.3 0.47 0.04 0.51 0.09 ""
For-0256 10B 3664.771 72.9 1.5 0.62 0.07 0.71 0.15 0.99
For-0256 4B 4021.61 71.8 0.5 0.48 0.03 0.55 0.06 ""
For-0257 10B 3664.771 53.3 0.7 0.53 0.04 0.72 0.08 0.995
For-0257 4B 4027.679 53.1 0.8 0.52 0.02 0.7 0.05 ""
For-0258 10B 3664.771 41.0 0.8 0.38 0.03 0.38 0.08 0.973
For-0258 4B 4021.61 39.2 0.6 0.38 0.02 0.43 0.05 ""
For-0259 10B 3664.771 45.5 0.5 0.52 0.03 0.72 0.05 0.989
For-0259 4B 4019.683 45.7 0.9 0.43 0.04 0.81 0.06 ""
For-0260 10B 3664.771 46.6 0.5 0.51 0.04 0.74 0.06 0.984
For-0260 4B 4019.683 46.5 0.6 0.47 0.04 0.78 0.07 ""
For-0260 4B 4027.679 47.3 0.4 0.52 0.02 0.84 0.04 ""
For-0261 10B 3664.771 45.1 0.9 0.38 0.03 0.33 0.08 0.968
For-0262 10B 3664.771 64.1 0.4 0.5 0.03 0.64 0.06 0.995
For-0262 4B 4027.679 63.8 0.5 0.52 0.02 0.66 0.05 ""
For-0263 10B 3664.771 36.1 0.7 0.47 0.04 0.48 0.09 0.972
For-0264 10B 3664.771 33.8 0.7 0.36 0.04 0.52 0.08 0.967
For-0265 10B 3664.771 65.9 0.4 0.54 0.02 0.62 0.05 0.994
For-0265 4B 4019.683 67.4 1.3 0.51 0.05 0.71 0.1 ""
For-0265 4B 4021.61 66.0 0.4 0.5 0.02 0.53 0.06 ""
For-0266 10B 3664.771 46.9 0.5 0.62 0.03 0.82 0.07 0.986
For-0267 10B 3664.771 47.5 1.3 0.51 0.07 0.88 0.1 0.994
For-0267 4B 4021.61 49.2 0.4 0.47 0.02 0.63 0.04 ""
For-0268 10B 3664.771 57.6 0.7 0.48 0.05 0.75 0.09 0.996
For-0268 4B 4021.61 57.1 0.4 0.53 0.02 0.63 0.04 ""
For-0269 10B 3664.771 58.5 0.5 0.43 0.02 0.42 0.06 0.989
For-0269 4B 4021.61 56.5 0.8 0.45 0.02 0.42 0.06 ""
For-0270 10B 3664.771 57.4 0.5 0.53 0.03 0.66 0.06 0.995
For-0270 4B 4027.679 57.7 0.8 0.45 0.03 0.61 0.06 ""
For-0271 10B 3664.771 28.6 0.9 0.53 0.04 0.83 0.16 0.907
For-0271 4B 4027.679 27.0 1.0 0.49 0.02 0.45 0.06 ""
For-0272 10B 3664.771 52.4 0.4 0.52 0.04 0.52 0.09 0.995
For-0272 4B 4021.61 52.0 0.4 0.51 0.02 0.66 0.04 ""
For-0273 10B 3664.771 67.2 1.9 0.42 0.07 0.51 0.16 0.993
For-0273 4B 4021.61 67.3 0.9 0.46 0.04 0.62 0.08 ""
For-0274 10B 3664.771 47.3 0.5 0.5 0.04 0.65 0.08 0.994
For-0275 10B 3664.771 62.2 0.8 0.53 0.03 0.63 0.07 0.992
For-0275 4B 4027.679 60.9 1.3 0.53 0.03 0.83 0.05 ""
For-0276 10B 3664.771 43.2 1.0 0.46 0.05 0.5 0.11 0.99
For-0276 4B 4019.683 46.6 0.7 0.43 0.03 0.5 0.08 ""
For-0276 4B 4021.61 43.5 0.7 0.4 0.03 0.48 0.06 ""
For-0277 10B 3664.771 63.4 0.7 0.45 0.04 0.63 0.09 0.994
For-0278 10B 3664.771 44.9 1.1 0.39 0.05 0.52 0.1 0.992
For-0278 4B 4027.679 41.4 2.3 0.45 0.04 0.57 0.08 ""
For-0279 10B 3664.771 64.2 0.5 0.57 0.03 0.72 0.06 0.994
For-0279 4B 4021.61 62.4 0.4 0.48 0.02 0.68 0.04 ""
For-0280 10B 3664.771 42.9 2.8 "" "" 0.57 0.49 0.993
For-0281 10B 3664.771 62.1 1.0 0.58 0.11 1.13 0.18 0.991
For-0282 10B 3664.771 56.2 0.8 0.46 0.04 0.7 0.09 0.998
For-0282 4B 4021.61 58.3 0.6 0.45 0.03 0.74 0.05 ""
For-0283 10B 3664.771 67.0 0.8 0.48 0.05 0.73 0.12 0.997
For-0283 4B 4021.61 66.9 0.4 0.48 0.02 0.67 0.04 ""
For-0284 10B 3664.771 35.3 0.8 0.6 0.04 0.86 0.12 0.985
For-0284 4B 4027.679 34.7 0.4 0.53 0.02 0.62 0.04 ""
For-0285 10B 3664.771 41.6 0.5 0.56 0.03 0.71 0.07 0.993
For-0285 4B 4021.61 41.0 0.5 0.49 0.02 0.53 0.04 ""
For-0286 10B 3664.771 65.1 1.1 0.74 0.04 0.81 0.08 0.987
For-0286 4B 4027.679 64.3 0.6 0.56 0.02 0.79 0.04 ""
For-0287 10B 3664.771 77.2 0.7 0.52 0.04 0.69 0.12 0.986
For-0287 4B 4027.679 74.0 1.0 0.54 0.03 0.5 0.06 ""
For-0288 10B 3664.771 59.9 0.6 0.53 0.03 0.78 0.07 0.995
For-0288 4B 4027.679 62.0 0.5 0.47 0.02 0.63 0.05 ""
For-0289 10B 3664.771 49.5 2.0 0.42 0.06 0.29 0.2 0.99
For-0290 10B 3664.771 52.9 0.6 0.54 0.05 0.69 0.12 0.994
For-0291 10B 3664.771 43.1 1.1 0.36 0.04 0.48 0.09 0.989
For-0291 4B 4019.683 32.5 4.6 0.18 0.06 0.53 0.1 ""
For-0292 10B 3664.771 69.2 2.3 0.55 0.07 0.74 0.23 0.994
For-0292 4R 4027.679 70.1 1.3 0.43 0.03 0.59 0.1 ""
For-0293 10B 3664.771 41.9 2.1 0.36 0.06 0.48 0.16 0.986
For-0294 10B 3664.771 48.7 0.4 0.55 0.03 0.81 0.05 0.993
For-0294 4B 4019.683 47.8 0.6 0.51 0.03 0.75 0.06 ""
For-0294 4B 4021.61 48.5 0.4 0.5 0.02 0.65 0.04 ""
For-0295 10R 3664.771 63.6 2.3 0.41 0.05 0.66 0.11 0.974
For-0295 41B 4686.837 68.6 0.4 "" "" 0.75 0.03 ""
For-0296 10R 3664.771 58.1 2.3 0.38 0.04 0.35 0.1 0.985
For-0296 41B 4686.837 55.1 0.4 "" "" 0.41 0.04 ""
For-0297 10R 3664.771 75.5 7.8 0.37 0.1 0.41 0.21 0.969
For-0297 31B 4027.547 69.0 0.8 0.5 0.03 0.79 0.05 ""
For-0298 10R 3664.771 56.9 5.1 0.32 0.09 0.48 0.17 0.985
For-0298 31B 4027.547 52.6 1.1 0.59 0.03 0.77 0.06 ""
For-0299 10R 3664.771 39.9 3.0 0.34 0.1 0.63 0.14 0.988
For-0299 4B 4019.683 40.9 0.6 0.44 0.03 0.71 0.06 ""
For-0299 4R 4021.61 39.6 1.6 0.51 0.05 0.63 0.12 ""
For-0300 10R 3664.771 77.9 3.7 0.45 0.1 0.59 0.14 0.989
For-0300 4B 4019.683 73.0 1.7 0.39 0.07 0.66 0.13 ""
For-0300 4R 4027.679 63.5 4.7 0.35 0.08 0.62 0.13 ""
For-0301 10R 3664.771 53.4 2.6 0.33 0.05 0.36 0.11 0.99
For-0301 4B 4019.683 55.3 5.8 0.36 0.05 0.5 0.12 ""
For-0302 10R 3664.771 46.3 2.2 0.42 0.05 0.55 0.11 0.995
For-0302 4B 4019.683 63.6 3.9 0.45 0.06 0.57 0.14 ""
For-0302 4R 4027.679 57.4 5.2 0.4 0.11 0.81 0.13 ""
For-0303 10R 3664.771 51.8 9.7 0.42 0.09 0.64 0.14 0.99
For-0303 4B 4021.61 49.5 0.4 0.51 0.03 0.8 0.05 ""
For-0304 10R 3664.771 53.1 2.6 0.4 0.06 0.48 0.12 0.995
For-0304 4B 4019.683 49.7 1.0 0.51 0.03 0.68 0.07 ""
For-0304 4B 4021.61 50.3 0.4 0.49 0.02 0.6 0.04 ""
For-0305 10R 3664.771 61.9 4.4 0.4 0.07 0.65 0.13 0.995
For-0305 4B 4019.683 62.7 1.1 0.47 0.04 0.55 0.09 ""
For-0305 9B 4020.689 61.5 0.8 0.49 0.03 0.63 0.06 ""
For-0306 10R 3664.771 44.2 1.7 0.42 0.05 0.67 0.11 0.98
For-0307 10R 3664.771 67.3 1.9 0.39 0.04 0.45 0.1 0.987
For-0308 10R 3664.771 40.3 2.4 0.39 0.05 0.53 0.1 0.984
For-0309 10R 3664.771 67.4 3.6 0.38 0.07 0.56 0.14 0.99
For-0310 10R 3664.771 53.6 4.4 0.21 0.1 0.62 0.13 0.987
For-0311 10R 3664.771 51.6 2.1 0.37 0.08 0.62 0.13 0.987
For-0312 10R 3664.771 60.0 1.9 0.35 0.05 0.7 0.1 0.993
For-0313 10R 3664.771 62.8 1.6 0.39 0.04 0.48 0.1 0.991
For-0314 10R 3664.771 60.2 7.9 0.19 0.17 0.18 0.12 0.923
For-0315 10R 3664.771 87.0 1.7 0.4 0.04 0.38 0.11 0.783
For-0316 10R 3664.771 50.8 4.7 0.38 0.06 0.43 0.12 0.989
For-0317 10R 3664.771 23.0 3.7 0.46 0.07 0.54 0.13 0.799
For-0318 10R 3664.771 58.5 8.8 0.46 0.09 0.65 0.16 0.991
For-0319 10R 3664.771 78.4 2.2 0.39 0.09 0.68 0.13 0.969
For-0320 10R 3664.771 62.3 9.8 0.45 0.14 0.7 0.29 0.989
For-0321 10R 3664.771 49.9 1.3 0.38 0.04 0.61 0.1 0.993
For-0322 10R 3664.771 58.3 8.1 0.27 0.16 0.57 0.2 0.993
For-0322 31R 4027.547 63.8 1.3 0.45 0.04 0.57 0.1 ""
For-0323 10R 3664.771 86.3 3.1 0.37 0.07 0.44 0.14 0.897
For-0323 31R 4027.547 85.8 0.9 0.42 0.03 0.56 0.09 ""
For-0324 10R 3664.771 68.9 9.6 0.44 0.09 0.34 0.2 0.98
For-0325 10R 3664.771 63.9 3.1 0.37 0.05 0.52 0.11 0.992
For-0326 10R 3664.771 75.2 3.0 0.4 0.06 0.5 0.13 0.978
For-0327 10R 3664.771 36.3 1.5 0.37 0.05 0.52 0.1 0.973
For-0328 10R 3664.771 57.9 4.4 0.4 0.05 0.36 0.13 0.985
For-0329 10R 3664.771 40.6 1.8 0.4 0.04 0.52 0.1 0.984
For-0330 10R 3664.771 50.9 2.0 0.4 0.04 0.49 0.11 0.992
For-0331 10R 3664.771 38.7 6.7 0.47 0.07 0.52 0.16 0.98
For-0332 10R 3664.771 51.6 1.4 0.43 0.04 0.78 0.1 0.991
For-0333 10R 3664.771 54.7 7.9 0.32 0.11 0.59 0.16 0.992
For-0334 10R 3664.771 52.0 5.1 0.38 0.06 0.26 0.14 0.99
For-0334 38R 4685.849 55.8 1.6 0.43 0.06 0.56 0.12 ""
For-0335 10R 3664.771 74.8 2.4 0.32 0.05 0.54 0.1 0.982
For-0336 10R 3664.771 66.5 1.1 0.43 0.03 0.58 0.09 0.993
For-0336 4R 4027.679 52.2 10.7 0.4 0.09 0.72 0.13 ""
For-0337 10R 3664.771 46.8 1.4 0.35 0.04 0.61 0.1 0.992
For-0338 10R 3664.771 61.6 1.4 0.4 0.04 0.5 0.1 0.992
For-0339 10R 3664.771 30.7 1.6 0.48 0.05 0.7 0.12 0.906
For-0339 4R 4021.61 29.1 1.8 0.47 0.11 0.89 0.11 ""
For-0340 10R 3664.771 43.5 6.9 0.48 0.12 0.23 0.29 0.993
For-0340 9R 4022.782 58.0 5.3 "" "" 0.81 0.18 ""
For-0341 10R 3664.771 57.5 6.1 0.4 0.06 0.4 0.13 0.988
For-0342 10R 3664.771 58.0 2.7 0.33 0.07 0.72 0.11 0.993
For-0343 10R 3664.771 64.2 10.1 0.33 0.11 0.11 0.25 0.97
For-0344 10R 3664.771 49.6 8.7 0.35 0.1 0.46 0.19 0.988
For-0345 10R 3664.771 37.0 8.5 0.31 0.07 0.36 0.14 0.961
For-0346 10R 3664.771 72.4 5.6 0.28 0.07 0.23 0.15 0.953
For-0347 10R 3664.771 65.4 1.4 0.5 0.04 0.59 0.1 0.993
For-0347 38R 4685.849 63.6 0.9 0.4 0.03 0.61 0.09 ""
For-0348 10R 3664.771 55.3 2.0 0.36 0.06 0.58 0.11 0.994
For-0349 10R 3664.771 65.4 5.0 0.41 0.06 0.52 0.12 0.994
For-0349 4R 4021.61 65.6 1.1 0.35 0.04 0.61 0.1 ""
For-0350 10R 3664.771 54.2 6.0 0.31 0.05 0.33 0.11 0.983
For-0351 10R 3664.771 50.4 3.8 0.39 0.05 0.6 0.11 0.992
For-0351 4R 4027.679 48.5 3.8 "" "" 0.99 0.13 ""
For-0352 10R 3664.771 41.4 2.8 0.42 0.06 0.72 0.11 0.983
For-0352 4R 4027.679 38.2 1.9 0.45 0.04 0.74 0.1 ""
For-0353 10R 3664.771 77.8 3.4 0.28 0.09 0.71 0.12 0.98
For-0353 4R 4021.61 77.0 1.1 0.32 0.06 0.51 0.11 ""
For-0354 10R 3664.771 62.3 2.2 0.36 0.05 0.54 0.11 0.995
For-0354 4R 4021.61 60.6 0.9 0.46 0.03 0.74 0.09 ""
For-0355 10R 3664.771 74.9 8.8 0.31 0.08 0.49 0.13 0.985
For-0356 10R 3664.771 74.8 1.9 0.52 0.03 0.59 0.1 0.989
For-0356 4R 4021.61 71.5 1.1 0.32 0.07 0.61 0.11 ""
For-0357 10R 3664.771 44.4 2.4 0.49 0.07 0.65 0.14 0.991
For-0358 10R 3664.771 57.1 2.8 0.46 0.05 0.71 0.11 0.993
For-0358 4R 4021.61 62.0 2.5 0.35 0.09 0.81 0.12 ""
For-0359 10R 3664.771 80.2 1.4 0.43 0.04 0.64 0.1 0.968
For-0359 4R 4027.679 80.9 2.2 0.25 0.08 0.7 0.11 ""
For-0360 10R 3664.771 62.1 1.3 0.38 0.04 0.59 0.1 0.994
For-0360 4R 4019.683 54.1 5.4 0.22 0.29 0.76 0.18 ""
For-0360 4R 4027.679 64.5 1.4 0.35 0.05 0.76 0.1 ""
For-0361 10R 3664.771 32.6 3.2 0.43 0.05 0.56 0.11 0.946
For-0361 4R 4019.683 33.7 4.3 0.41 0.07 0.59 0.14 ""
For-0361 4R 4027.679 28.8 1.4 0.39 0.05 0.73 0.11 ""
For-0362 10R 3664.771 54.7 1.0 0.39 0.03 0.64 0.09 0.993
For-0362 4R 4019.683 50.3 1.9 0.6 0.05 0.56 0.16 ""
For-0362 4R 4027.679 57.8 2.0 0.3 0.09 1.01 0.11 ""
For-0363 10R 3664.771 65.7 1.9 0.39 0.04 0.53 0.1 0.992
For-0364 10R 3664.771 76.0 3.3 0.42 0.06 0.73 0.11 0.978
For-0365 10R 3664.771 50.8 1.2 0.4 0.03 0.56 0.09 0.994
For-0366 10R 3664.771 42.8 1.7 0.5 0.04 0.67 0.11 0.988
For-0366 4R 4021.61 41.4 0.9 0.45 0.03 0.76 0.09 ""
For-0367 10R 3664.771 58.7 1.5 0.41 0.04 0.57 0.1 0.994
For-0368 10R 3664.771 59.0 1.4 0.39 0.04 0.62 0.1 0.995
For-0368 4R 4021.61 59.9 1.0 0.46 0.03 0.6 0.09 ""
For-0369 10R 3664.771 60.2 2.0 0.4 0.05 0.53 0.11 0.994
For-0369 4R 4019.683 59.9 3.2 0.13 0.13 0.54 0.14 ""
For-0370 10R 3664.771 61.1 2.6 0.45 0.04 0.48 0.11 0.995
For-0370 4R 4019.683 59.0 1.6 0.38 0.08 0.67 0.13 ""
For-0371 10R 3664.771 39.8 3.1 0.28 0.11 0.35 0.13 0.969
For-0371 4R 4021.61 40.4 3.9 0.27 0.1 0.4 0.1 ""
For-0372 10R 3664.771 48.9 1.5 0.36 0.04 0.38 0.1 0.986
